Seconds, instWeight, Thrust, ThrustX, ThrustY, Air Resistance, density
452, 861928.6336159039, 0, 0.0, 0.0, 0.02428455138467332, 3.6344475684010924e-19
453, 860946.9625828278, 0, 0.0, 0.0, 0.02428455138467332, 3.5163670394294253e-19
454, 859968.2810365536, 0, 0.0, 0.0, 0.02428455138467332, 3.4025717784761875e-19
455, 858992.5769589768, 0, 0.0, 0.0, 0.02428455138467332, 3.2928907103365845e-19
456, 858019.8383969641, 0, 0.0, 0.0, 0.02428455138467332, 3.1871601900108946e-19
457, 857050.0534619228, 0, 0.0, 0.0, 0.02428455138467332, 3.0852236545888744e-19
458, 856083.2103293729, 0, 0.0, 0.0, 0.02428455138467332, 2.9869312926083504e-19
459, 855119.2972385241, 0, 0.0, 0.0, 0.02428455138467332, 2.8921397299535505e-19
460, 854158.3024918549, 0, 0.0, 0.0, 0.02428455138467332, 2.8007117314115993e-19
461, 853200.2144546948, 0, 0.0, 0.0, 0.02428455138467332, 2.712515917055368e-19
462, 852245.0215548113, 0, 0.0, 0.0, 0.02428455138467332, 2.627426492668044e-19
463, 851292.7122819984, 0, 0.0, 0.0, 0.02428455138467332, 2.5453229934684897e-19
464, 850343.2751876694, 0, 0.0, 0.0, 0.02428455138467332, 2.466090040438045e-19
465, 849396.6988844533, 0, 0.0, 0.0, 0.02428455138467332, 2.389617108588506e-19
466, 848452.9720457916, 0, 0.0, 0.0, 0.02428455138467332, 2.3157983065475957e-19
467, 847512.0834055429, 0, 0.0, 0.0, 0.02428455138467332, 2.244532166872822e-19
468, 846574.0217575858, 0, 0.0, 0.0, 0.02428455138467332, 2.175721446537191e-19
469, 845638.7759554285, 0, 0.0, 0.0, 0.02428455138467332, 2.1092729370608154e-19
470, 844706.3349118195, 0, 0.0, 0.0, 0.02428455138467332, 2.0450972837912943e-19
471, 843776.6875983615, 0, 0.0, 0.0, 0.02428455138467332, 1.9831088138630042e-19
472, 842849.8230451294, 0, 0.0, 0.0, 0.02428455138467332, 1.9232253723909717e-19
473, 841925.7303402897, 0, 0.0, 0.0, 0.02428455138467332, 1.8653681664791118e-19
474, 841004.3986297239, 0, 0.0, 0.0, 0.02428455138467332, 1.8094616166454388e-19
475, 840085.8171166556, 0, 0.0, 0.0, 0.02428455138467332, 1.7554332152882705e-19
476, 839169.9750612773, 0, 0.0, 0.0, 0.02428455138467332, 1.7032133918376043e-19
477, 838256.861780384, 0, 0.0, 0.0, 0.02428455138467332, 1.6527353842550493e-19
478, 837346.4666470077, 0, 0.0, 0.0, 0.02428455138467332, 1.603935116563578e-19
479, 836438.7790900536, 0, 0.0, 0.0, 0.02428455138467332, 1.5567510821053739e-19
480, 835533.7885939418, 0, 0.0, 0.0, 0.02428455138467332, 1.5111242322420937e-19
481, 834631.4846982493, 0, 0.0, 0.0, 0.02428455138467332, 1.4669978702269521e-19
482, 833731.8569973564, 0, 0.0, 0.0, 0.02428455138467332, 1.4243175499923697e-19
483, 832834.8951400946, 0, 0.0, 0.0, 0.02428455138467332, 1.3830309796102834e-19
484, 831940.5888293979, 0, 0.0, 0.0, 0.02428455138467332, 1.34308792919513e-19
485, 831048.9278219579, 0, 0.0, 0.0, 0.02428455138467332, 1.3044401430313635e-19
486, 830159.9019278772, 0, 0.0, 0.0, 0.02428455138467332, 1.2670412557188386e-19
487, 829273.5010103318, 0, 0.0, 0.0, 0.02428455138467332, 1.2308467121400733e-19
488, 828389.7149852306, 0, 0.0, 0.0, 0.02428455138467332, 1.1958136910636092e-19
489, 827508.533820881, 0, 0.0, 0.0, 0.02428455138467332, 1.1619010322071693e-19
490, 826629.9475376541, 0, 0.0, 0.0, 0.02428455138467332, 1.1290691665935362e-19
491, 825753.9462076562, 0, 0.0, 0.0, 0.02428455138467332, 1.0972800500404927e-19
492, 824880.519954398, 0, 0.0, 0.0, 0.02428455138467332, 1.0664970996343649e-19
493, 824009.6589524712, 0, 0.0, 0.0, 0.02428455138467332, 1.0366851330443881e-19
494, 823141.3534272247, 0, 0.0, 0.0, 0.02428455138467332, 1.0078103105423031e-19
495, 822275.593654442, 0, 0.0, 0.0, 0.02428455138467332, 9.798400795985137e-20
496, 821412.3699600254, 0, 0.0, 0.0, 0.02428455138467332, 9.527431219326442e-20
497, 820551.6727196788, 0, 0.0, 0.0, 0.02428455138467332, 9.264893029024251e-20
498, 819693.4923585937, 0, 0.0, 0.0, 0.02428455138467332, 9.010496231207374e-20
499, 818837.8193511391, 0, 0.0, 0.0, 0.02428455138467332, 8.763961721960941e-20
500, 817984.6442205516, 0, 0.0, 0.0, 0.02428455138467332, 8.525020844971095e-20
501, 817133.9575386286, 0, 0.0, 0.0, 0.02428455138467332, 8.293414968464415e-20
502, 816285.7499254254, 0, 0.0, 0.0, 0.02428455138467332, 8.068895080543666e-20
503, 815440.0120489517, 0, 0.0, 0.0, 0.02428455138467332, 7.851221402065812e-20
504, 814596.7346248729, 0, 0.0, 0.0, 0.02428455138467332, 7.640163016250997e-20
505, 813755.9084162116, 0, 0.0, 0.0, 0.02428455138467332, 7.43549751424997e-20
506, 812917.5242330531, 0, 0.0, 0.0, 0.02428455138467332, 7.237010655936463e-20
507, 812081.572932252, 0, 0.0, 0.0, 0.02428455138467332, 7.044496045225874e-20
508, 811248.0454171405, 0, 0.0, 0.0, 0.02428455138467332, 6.857754819256388e-20
509, 810416.9326372417, 0, 0.0, 0.0, 0.02428455138467332, 6.676595350800414e-20
510, 809588.2255879799, 0, 0.0, 0.0, 0.02428455138467332, 6.500832963305087e-20
511, 808761.915310399, 0, 0.0, 0.0, 0.02428455138467332, 6.330289657989571e-20
512, 807937.9928908785, 0, 0.0, 0.0, 0.02428455138467332, 6.164793852454358e-20
513, 807116.449460853, 0, 0.0, 0.0, 0.02428455138467332, 6.004180130284113e-20
514, 806297.2761965354, 0, 0.0, 0.0, 0.02428455138467332, 5.848289001150074e-20
515, 805480.464318639, 0, 0.0, 0.0, 0.02428455138467332, 5.696966670941987e-20
516, 804666.0050921041, 0, 0.0, 0.0, 0.02428455138467332, 5.550064821481767e-20
517, 803853.8898258262, 0, 0.0, 0.0, 0.02428455138467332, 5.407440399392112e-20
518, 803044.1098723849, 0, 0.0, 0.0, 0.02428455138467332, 5.2689554137139283e-20
519, 802236.6566277773, 0, 0.0, 0.0, 0.02428455138467332, 5.1344767418850625e-20
520, 801431.5215311492, 0, 0.0, 0.0, 0.02428455138467332, 5.003875943711629e-20
521, 800628.6960645339, 0, 0.0, 0.0, 0.02428455138467332, 4.877029082979952e-20
522, 799828.1717525873, 0, 0.0, 0.0, 0.02428455138467332, 4.753816556373998e-20
523, 799029.9401623292, 0, 0.0, 0.0, 0.02428455138467332, 4.6341229293787615e-20
524, 798233.9929028834, 0, 0.0, 0.0, 0.02428455138467332, 4.517836778864599e-20
525, 797440.3216252229, 0, 0.0, 0.0, 0.02428455138467332, 4.404850542062163e-20
526, 796648.9180219126, 0, 0.0, 0.0, 0.02428455138467332, 4.295060371650551e-20
527, 795859.773826859, 0, 0.0, 0.0, 0.02428455138467332, 4.1883659966942814e-20
528, 795072.8808150577, 0, 0.0, 0.0, 0.02428455138467332, 4.08467058917702e-20
529, 794288.2308023438, 0, 0.0, 0.0, 0.02428455138467332, 3.983880635891093e-20
530, 793505.8156451456, 0, 0.0, 0.0, 0.02428455138467332, 3.885905815453312e-20
531, 792725.6272402379, 0, 0.0, 0.0, 0.02428455138467332, 3.7906588802278644e-20
532, 791947.6575244993, 0, 0.0, 0.0, 0.02428455138467332, 3.6980555429468985e-20
533, 791171.8984746686, 0, 0.0, 0.0, 0.02428455138467332, 3.608014367829276e-20
534, 790398.3421071054, 0, 0.0, 0.0, 0.02428455138467332, 3.5204566660064954e-20
535, 789626.9804775512, 0, 0.0, 0.0, 0.02428455138467332, 3.435306395073876e-20
536, 788857.8056808929, 0, 0.0, 0.0, 0.02428455138467332, 3.3524900625929256e-20
537, 788090.8098509265, 0, 0.0, 0.0, 0.02428455138467332, 3.271936633378868e-20
538, 787325.9851601252, 0, 0.0, 0.0, 0.02428455138467332, 3.193577440414465e-20
539, 786563.323819405, 0, 0.0, 0.0, 0.02428455138467332, 3.117346099238659e-20
540, 785802.818077898, 0, 0.0, 0.0, 0.02428455138467332, 3.043178425665036e-20
541, 785044.4602227203, 0, 0.0, 0.0, 0.02428455138467332, 2.9710123566916994e-20
542, 784288.2425787471, 0, 0.0, 0.0, 0.02428455138467332, 2.9007878744701346e-20
543, 783534.1575083876, 0, 0.0, 0.0, 0.02428455138467332, 2.832446933206702e-20
544, 782782.1974113599, 0, 0.0, 0.0, 0.02428455138467332, 2.765933388875611e-20
545, 782032.3547244704, 0, 0.0, 0.0, 0.02428455138467332, 2.701192931627993e-20
546, 781284.6219213915, 0, 0.0, 0.0, 0.02428455138467332, 2.63817302078623e-20
547, 780538.9915124447, 0, 0.0, 0.0, 0.02428455138467332, 2.5768228223179736e-20
548, 779795.456044382, 0, 0.0, 0.0, 0.02428455138467332, 2.5170931486886534e-20
549, 779054.0081001692, 0, 0.0, 0.0, 0.02428455138467332, 2.4589364009956692e-20
550, 778314.6402987742, 0, 0.0, 0.0, 0.02428455138467332, 2.4023065132917312e-20
551, 777577.3452949511, 0, 0.0, 0.0, 0.02428455138467332, 2.3471588990087716e-20
552, 776842.115779031, 0, 0.0, 0.0, 0.02428455138467332, 2.2934503993976407e-20
553, 776108.9444767119, 0, 0.0, 0.0, 0.02428455138467332, 2.2411392339025094e-20
554, 775377.8241488491, 0, 0.0, 0.0, 0.02428455138467332, 2.1901849523922188e-20
555, 774648.7475912499, 0, 0.0, 0.0, 0.02428455138467332, 2.140548389174406e-20
556, 773921.7076344668, 0, 0.0, 0.0, 0.02428455138467332, 2.0921916187210414e-20
557, 773196.6971435949, 0, 0.0, 0.0, 0.02428455138467332, 2.0450779130374126e-20
558, 772473.7090180683, 0, 0.0, 0.0, 0.02428455138467332, 1.999171700609177e-20
559, 771752.7361914591, 0, 0.0, 0.0, 0.02428455138467332, 1.9544385268650182e-20
560, 771033.7716312783, 0, 0.0, 0.0, 0.02428455138467332, 1.9108450160950444e-20
561, 770316.8083387772, 0, 0.0, 0.0, 0.02428455138467332, 1.8683588347675963e-20
562, 769601.8393487495, 0, 0.0, 0.0, 0.02428455138467332, 1.8269486561894666e-20
563, 768888.8577293368, 0, 0.0, 0.0, 0.02428455138467332, 1.7865841264569037e-20
564, 768177.8565818355, 0, 0.0, 0.0, 0.02428455138467332, 1.7472358316469867e-20
565, 767468.8290405007, 0, 0.0, 0.0, 0.02428455138467332, 1.7088752662009995e-20
566, 766761.768272358, 0, 0.0, 0.0, 0.02428455138467332, 1.671474802453366e-20
567, 766056.6674770107, 0, 0.0, 0.0, 0.02428455138467332, 1.6350076612618964e-20
568, 765353.5198864541, 0, 0.0, 0.0, 0.02428455138467332, 1.5994478836965846e-20
569, 764652.3187648838, 0, 0.0, 0.0, 0.02428455138467332, 1.5647703037462097e-20
570, 763953.0574085132, 0, 0.0, 0.0, 0.02428455138467332, 1.5309505220035278e-20
571, 763255.7291453865, 0, 0.0, 0.0, 0.02428455138467332, 1.497964880291547e-20
572, 762560.3273351956, 0, 0.0, 0.0, 0.02428455138467332, 1.4657904371947922e-20
573, 761866.8453690979, 0, 0.0, 0.0, 0.02428455138467332, 1.4344049444610778e-20
574, 761175.2766695346, 0, 0.0, 0.0, 0.02428455138467332, 1.4037868242405917e-20
575, 760485.6146900512, 0, 0.0, 0.0, 0.02428455138467332, 1.3739151471304727e-20
576, 759797.8529151186, 0, 0.0, 0.0, 0.02428455138467332, 1.3447696109943879e-20
577, 759111.9848599563, 0, 0.0, 0.0, 0.02428455138467332, 1.3163305205278398e-20
578, 758428.0040703544, 0, 0.0, 0.0, 0.02428455138467332, 1.2885787675410418e-20
579, 757745.9041225016, 0, 0.0, 0.0, 0.02428455138467332, 1.2614958119323848e-20
580, 757065.678622808, 0, 0.0, 0.0, 0.02428455138467332, 1.2350636633266603e-20
581, 756387.3212077351, 0, 0.0, 0.0, 0.02428455138467332, 1.209264863353079e-20
582, 755710.8255436232, 0, 0.0, 0.0, 0.02428455138467332, 1.1840824685392747e-20
583, 755036.1853265209, 0, 0.0, 0.0, 0.02428455138467332, 1.159500033798349e-20
584, 754363.394282017, 0, 0.0, 0.0, 0.02428455138467332, 1.1355015964869199e-20
585, 753692.4461650709, 0, 0.0, 0.0, 0.02428455138467332, 1.1120716610130486e-20
586, 753023.3347598483, 0, 0.0, 0.0, 0.02428455138467332, 1.0891951839737093e-20
587, 752356.0538795526, 0, 0.0, 0.0, 0.02428455138467332, 1.066857559802323e-20
588, 751690.5973662622, 0, 0.0, 0.0, 0.02428455138467332, 1.045044606907563e-20
589, 751026.9590907672, 0, 0.0, 0.0, 0.02428455138467332, 1.0237425542854488e-20
590, 750365.1329524053, 0, 0.0, 0.0, 0.02428455138467332, 1.0029380285874047e-20
591, 749705.1128789032, 0, 0.0, 0.0, 0.02428455138467332, 9.82618041627655e-21
592, 749046.892826214, 0, 0.0, 0.0, 0.02428455138467332, 9.62769978313949e-21
593, 748390.4667783594, 0, 0.0, 0.0, 0.02428455138467332, 9.433815849862708e-21
594, 747735.8287472714, 0, 0.0, 0.0, 0.02428455138467332, 9.244409581487364e-21
595, 747082.9727726354, 0, 0.0, 0.0, 0.02428455138467332, 9.059365335804957e-21
596, 746431.8929217348, 0, 0.0, 0.0, 0.02428455138467332, 8.878570758119494e-21
597, 745782.5832892952, 0, 0.0, 0.0, 0.02428455138467332, 8.701916679531839e-21
598, 745135.0379973312, 0, 0.0, 0.0, 0.02428455138467332, 8.529297018619692e-21
599, 744489.2511949943, 0, 0.0, 0.0, 0.02428455138467332, 8.360608686391654e-21
600, 743845.2170584194, 0, 0.0, 0.0, 0.02428455138467332, 8.195751494398944e-21
601, 743202.9297905763, 0, 0.0, 0.0, 0.02428455138467332, 8.0346280658917e-21
602, 742562.3836211183, 0, 0.0, 0.0, 0.02428455138467332, 7.87714374991251e-21
603, 741923.5728062339, 0, 0.0, 0.0, 0.02428455138467332, 7.723206538222329e-21
604, 741286.4916285002, 0, 0.0, 0.0, 0.02428455138467332, 7.572726984959295e-21
605, 740651.1343967341, 0, 0.0, 0.0, 0.02428455138467332, 7.425618128933719e-21
606, 740017.4954458488, 0, 0.0, 0.0, 0.02428455138467332, 7.281795418466751e-21
607, 739385.5691367073, 0, 0.0, 0.0, 0.02428455138467332, 7.141176638683281e-21
608, 738755.3498559799, 0, 0.0, 0.0, 0.02428455138467332, 7.003681841173263e-21
609, 738126.8320159998, 0, 0.0, 0.0, 0.02428455138467332, 6.869233275938802e-21
610, 737500.0100546232, 0, 0.0, 0.0, 0.02428455138467332, 6.737755325547249e-21
611, 736874.8784350866, 0, 0.0, 0.0, 0.02428455138467332, 6.609174441413715e-21
612, 736251.4316458676, 0, 0.0, 0.0, 0.02428455138467332, 6.483419082139173e-21
613, 735629.6642005453, 0, 0.0, 0.0, 0.02428455138467332, 6.36041965383302e-21
614, 735009.5706376628, 0, 0.0, 0.0, 0.02428455138467332, 6.240108452351606e-21
615, 734391.1455205895, 0, 0.0, 0.0, 0.02428455138467332, 6.122419607386801e-21
616, 733774.3834373851, 0, 0.0, 0.0, 0.02428455138467332, 6.00728902834108e-21
617, 733159.2790006633, 0, 0.0, 0.0, 0.02428455138467332, 5.89465435192783e-21
618, 732545.8268474584, 0, 0.0, 0.0, 0.02428455138467332, 5.78445489143803e-21
619, 731934.0216390898, 0, 0.0, 0.0, 0.02428455138467332, 5.67663158761632e-21
620, 731323.8580610317, 0, 0.0, 0.0, 0.02428455138467332, 5.571126961091758e-21
621, 730715.3308227793, 0, 0.0, 0.0, 0.02428455138467332, 5.4678850663106875e-21
622, 730108.434657718, 0, 0.0, 0.0, 0.02428455138467332, 5.366851446920461e-21
623, 729503.1643229938, 0, 0.0, 0.0, 0.02428455138467332, 5.267973092555349e-21
624, 728899.5145993828, 0, 0.0, 0.0, 0.02428455138467332, 5.1711983969771975e-21
625, 728297.4802911646, 0, 0.0, 0.0, 0.02428455138467332, 5.076477117525269e-21
626, 727697.0562259927, 0, 0.0, 0.0, 0.02428455138467332, 4.9837603358314466e-21
627, 727098.2372547683, 0, 0.0, 0.0, 0.02428455138467332, 4.893000419758345e-21
628, 726501.0182515151, 0, 0.0, 0.0, 0.02428455138467332, 4.804150986519517e-21
629, 725905.3941132522, 0, 0.0, 0.0, 0.02428455138467332, 4.717166866942378e-21
630, 725311.3597598721, 0, 0.0, 0.0, 0.02428455138467332, 4.632004070835882e-21
631, 724718.9101340151, 0, 0.0, 0.0, 0.02428455138467332, 4.548619753426186e-21
632, 724128.0402009476, 0, 0.0, 0.0, 0.02428455138467332, 4.466972182825166e-21
633, 723538.7449484395, 0, 0.0, 0.0, 0.02428455138467332, 4.387020708497528e-21
634, 722951.0193866438, 0, 0.0, 0.0, 0.02428455138467332, 4.3087257306936105e-21
635, 722364.858547976, 0, 0.0, 0.0, 0.02428455138467332, 4.232048670816258e-21
636, 721780.2574869933, 0, 0.0, 0.0, 0.02428455138467332, 4.156951942691065e-21
637, 721197.211280277, 0, 0.0, 0.0, 0.02428455138467332, 4.083398924710378e-21
638, 720615.7150263143, 0, 0.0, 0.0, 0.02428455138467332, 4.011353932822662e-21
639, 720035.7638453802, 0, 0.0, 0.0, 0.02428455138467332, 3.940782194339594e-21
640, 719457.3528794218, 0, 0.0, 0.0, 0.02428455138467332, 3.871649822534393e-21
641, 718880.477291942, 0, 0.0, 0.0, 0.02428455138467332, 3.803923792005579e-21
642, 718305.1322678846, 0, 0.0, 0.0, 0.02428455138467332, 3.737571914781645e-21
643, 717731.3130135194, 0, 0.0, 0.0, 0.02428455138467332, 3.6725628171425145e-21
644, 717159.0147563295, 0, 0.0, 0.0, 0.02428455138467332, 3.6088659171347786e-21
645, 716588.2327448981, 0, 0.0, 0.0, 0.02428455138467332, 3.546451402758419e-21
646, 716018.9622487959, 0, 0.0, 0.0, 0.02428455138467332, 3.485290210803518e-21
647, 715451.1985584692, 0, 0.0, 0.0, 0.02428455138467332, 3.425354006316049e-21
648, 714884.9369851315, 0, 0.0, 0.0, 0.02428455138467332, 3.3666151626728896e-21
649, 714320.1728606509, 0, 0.0, 0.0, 0.02428455138467332, 3.30904674224634e-21
650, 713756.9015374414, 0, 0.0, 0.0, 0.02428455138467332, 3.2526224776397573e-21
651, 713195.1183883555, 0, 0.0, 0.0, 0.02428455138467332, 3.197316753475873e-21
652, 712634.8188065749, 0, 0.0, 0.0, 0.02428455138467332, 3.1431045887205933e-21
653, 712075.9982055036, 0, 0.0, 0.0, 0.02428455138467332, 3.0899616195251516e-21
654, 711518.6520186616, 0, 0.0, 0.0, 0.02428455138467332, 3.037864082570443e-21
655, 710962.775699579, 0, 0.0, 0.0, 0.02428455138467332, 2.9867887988976865e-21
656, 710408.3647216901, 0, 0.0, 0.0, 0.02428455138467332, 2.9367131582101325e-21
657, 709855.4145782295, 0, 0.0, 0.0, 0.02428455138467332, 2.887615103631146e-21
658, 709303.9207821287, 0, 0.0, 0.0, 0.02428455138467332, 2.8394731169044295e-21
659, 708753.8788659115, 0, 0.0, 0.0, 0.02428455138467332, 2.792266204022475e-21
660, 708205.284381592, 0, 0.0, 0.0, 0.02428455138467332, 2.7459738812701142e-21
661, 707658.1329005732, 0, 0.0, 0.0, 0.02428455138467332, 2.7005761616701373e-21
662, 707112.4200135451, 0, 0.0, 0.0, 0.02428455138467332, 2.656053541818649e-21
663, 706568.1413303841, 0, 0.0, 0.0, 0.02428455138467332, 2.612386989098015e-21
664, 706025.2924800523, 0, 0.0, 0.0, 0.02428455138467332, 2.569557929255914e-21
665, 705483.8691105006, 0, 0.0, 0.0, 0.02428455138467332, 2.527548234339039e-21
666, 704943.8668885663, 0, 0.0, 0.0, 0.02428455138467332, 2.4863402109707613e-21
667, 704405.2814998778, 0, 0.0, 0.0, 0.02428455138467332, 2.4459165889620458e-21
668, 703868.1086487557, 0, 0.0, 0.0, 0.02428455138467332, 2.4062605102456177e-21
669, 703332.3440581161, 0, 0.0, 0.0, 0.02428455138467332, 2.3673555181233808e-21
670, 702797.9834693742, 0, 0.0, 0.0, 0.02428455138467332, 2.3291855468175637e-21
671, 702265.022642349, 0, 0.0, 0.0, 0.02428455138467332, 2.2917349113165288e-21
672, 701733.4573551681, 0, 0.0, 0.0, 0.02428455138467332, 2.2549882975060865e-21
673, 701203.2834041723, 0, 0.0, 0.0, 0.02428455138467332, 2.218930752577872e-21
674, 700674.4966038225, 0, 0.0, 0.0, 0.02428455138467332, 2.183547675706371e-21
675, 700147.0927866059, 0, 0.0, 0.0, 0.02428455138467332, 2.148824808986401e-21
676, 699621.067802944, 0, 0.0, 0.0, 0.02428455138467332, 2.114748228623426e-21
677, 699096.4175210993, 0, 0.0, 0.0, 0.02428455138467332, 2.08130433636896e-21
678, 698573.1378270837, 0, 0.0, 0.0, 0.02428455138467332, 2.0484798511937654e-21
679, 698051.2246245685, 0, 0.0, 0.0, 0.02428455138467332, 2.0162618011918517e-21
680, 697530.673834793, 0, 0.0, 0.0, 0.02428455138467332, 1.9846375157082033e-21
681, 697011.4813964752, 0, 0.0, 0.0, 0.02428455138467332, 1.9535946176838076e-21
682, 696493.6432657206, 0, 0.0, 0.0, 0.02428455138467332, 1.9231210162113384e-21
683, 695977.1554159367, 0, 0.0, 0.0, 0.02428455138467332, 1.8932048992954444e-21
684, 695462.0138377412, 0, 0.0, 0.0, 0.02428455138467332, 1.8638347268114057e-21
685, 694948.214538876, 0, 0.0, 0.0, 0.02428455138467332, 1.834999223656503e-21
686, 694435.7535441205, 0, 0.0, 0.0, 0.02428455138467332, 1.8066873730882695e-21
687, 693924.6268952035, 0, 0.0, 0.0, 0.02428455138467332, 1.7788884102442627e-21
688, 693414.8306507177, 0, 0.0, 0.0, 0.02428455138467332, 1.7515918158379577e-21
689, 692906.3608860347, 0, 0.0, 0.0, 0.02428455138467332, 1.724787310025638e-21
690, 692399.2136932185, 0, 0.0, 0.0, 0.02428455138467332, 1.6984648464393247e-21
691, 691893.3851809422, 0, 0.0, 0.0, 0.02428455138467332, 1.6726146063808705e-21
692, 691388.8714744034, 0, 0.0, 0.0, 0.02428455138467332, 1.6472269931725551e-21
693, 690885.6687152408, 0, 0.0, 0.0, 0.02428455138467332, 1.622292626659641e-21
694, 690383.7730614512, 0, 0.0, 0.0, 0.02428455138467332, 1.5978023378604955e-21
695, 689883.1806873059, 0, 0.0, 0.0, 0.02428455138467332, 1.5737471637599975e-21
696, 689383.8877832714, 0, 0.0, 0.0, 0.02428455138467332, 1.5501183422421828e-21
697, 688885.8905559244, 0, 0.0, 0.0, 0.02428455138467332, 1.526907307157983e-21
698, 688389.1852278736, 0, 0.0, 0.0, 0.02428455138467332, 1.5041056835243013e-21
699, 687893.7680376777, 0, 0.0, 0.0, 0.02428455138467332, 1.481705282850614e-21
700, 687399.6352397656, 0, 0.0, 0.0, 0.02428455138467332, 1.4596980985894805e-21
701, 686906.783104357, 0, 0.0, 0.0, 0.02428455138467332, 1.4380763017073847e-21
702, 686415.2079173833, 0, 0.0, 0.0, 0.02428455138467332, 1.4168322363724926e-21
703, 685924.9059804095, 0, 0.0, 0.0, 0.02428455138467332, 1.3959584157560954e-21
704, 685435.8736105539, 0, 0.0, 0.0, 0.02428455138467332, 1.3754475179443386e-21
705, 684948.107140415, 0, 0.0, 0.0, 0.02428455138467332, 1.3552923819572875e-21
706, 684461.6029179877, 0, 0.0, 0.0, 0.02428455138467332, 1.3354860038722088e-21
707, 683976.3573065938, 0, 0.0, 0.0, 0.02428455138467332, 1.3160215330481565e-21
708, 683492.3666847998, 0, 0.0, 0.0, 0.02428455138467332, 1.2968922684490022e-21
709, 683009.6274463448, 0, 0.0, 0.0, 0.02428455138467332, 1.2780916550621598e-21
710, 682528.136000063, 0, 0.0, 0.0, 0.02428455138467332, 1.2596132804103067e-21
711, 682047.8887698114, 0, 0.0, 0.0, 0.02428455138467332, 1.2414508711535447e-21
712, 681568.8821943911, 0, 0.0, 0.0, 0.02428455138467332, 1.2235982897794056e-21
713, 681091.1127274784, 0, 0.0, 0.0, 0.02428455138467332, 1.2060495313783297e-21
714, 680614.5768375472, 0, 0.0, 0.0, 0.02428455138467332, 1.1887987205022057e-21
715, 680139.2710077979, 0, 0.0, 0.0, 0.02428455138467332, 1.171840108103654e-21
716, 679665.191736084, 0, 0.0, 0.0, 0.02428455138467332, 1.1551680685538501e-21
717, 679192.3355348408, 0, 0.0, 0.0, 0.02428455138467332, 1.1387770967367235e-21
718, 678720.6989310122, 0, 0.0, 0.0, 0.02428455138467332, 1.122661805217378e-21
719, 678250.2784659802, 0, 0.0, 0.0, 0.02428455138467332, 1.1068169214827388e-21
720, 677781.0706954947, 0, 0.0, 0.0, 0.02428455138467332, 1.0912372852524379e-21
